cluster_id,score,summary
11,"[1.01161259 1.01161259 1.00383096 0.99604932 1.01161259 0.99604932
 1.00383096 1.01161259 0.99604932 1.01161259 1.00383096 1.01161259
 1.01161259 0.99604932 0.93379624 1.01161259 0.98826769 1.00383096
 1.00383096 0.97270442 0.99604932 1.01161259 1.01161259 1.01161259
 1.01161259 0.99604932 1.00383096 1.00383096 0.97270442 1.01161259
 1.01161259 1.00383096 1.01161259 0.98826769 1.00383096 0.99604932
 1.01161259 0.98826769 1.01161259 1.00383096 1.00383096 1.01161259
 0.99604932 1.01161259 0.97270442 1.01161259 1.01161259 1.01161259
 0.95714115 1.01161259 1.00383096 1.01161259 0.99604932 1.01161259
 1.00383096 1.00383096 0.99604932 1.01161259 0.98826769 1.00383096
 0.98826769 1.01161259 0.98048605 0.96492278 1.01161259 1.00383096
 1.01161259 1.01161259 1.01161259 0.98826769 1.00383096 1.01161259
 1.00383096 1.01161259 1.01161259 0.98826769 0.98048605 1.00383096
 1.01161259 1.01161259 1.01161259 1.01161259 1.01161259 1.01161259
 0.99604932 1.00383096 0.98826769 1.00383096 1.01161259 1.01161259
 0.98826769 1.00383096 1.00383096 1.00383096 1.01161259 1.01161259
 1.00383096 1.01161259 0.96492278 0.99604932 1.01161259 1.01161259
 1.01161259 1.01161259 1.00383096 1.01161259 0.98048605 1.01161259
 0.98826769 0.96492278 1.01161259 1.01161259 1.00383096 1.01161259
 0.96492278 0.93379624 1.01161259 1.01161259 0.99604932 1.01161259
 0.98826769 0.97270442 0.99604932 0.94935951 1.01161259 1.01161259
 1.00383096 1.01161259 1.00383096 0.91045133]",Trước vụ án cướp tài_sản có tính_chất manh_động nguy_hiểm thực_hiện chỉ_đạo của Ban_giám_Đốc_Công_an TPHCM Đại_tá Trần_Văn_Hiếu Trưởng_Phòng PC02 đã thành_lập tổ điều_tra và trực_tiếp chỉ_đạo Đội Cảnh_sát đặc_nhiệm phối_hợp cùng Công_an huyện Bình_Chánh điều_tra truy bắt nghi can gây án.Sáng hôm sau đối_tượng được cán_bộ_Đội 3 Phòng CSHS đưa đi chỉ_điểm nơi mua súng giả để gây_án cũng như địa_điểm bán vàng quăng bỏ súng để phục_vụ công_tác điều_tra.Tiếp đó Danh đi tới công_viên Phú_Lâm_lượm được con dao_xếp dài khoảng 15 cm.sinh năm 1984 ngụ tỉnh Bến_Tre trú huyện Bình_Chánh ở ấp 5_xã Bình_Hưng huyện Bình_Chánh thì thấy cửa_mở.Vừa vào tới nơi Danh rút khẩu súng giả uy_hiếp chị T yêu_cầu phải đưa tài_sản.Tuy_nhiên Danh_xông tới rút dao đâm đâm nhiều nhát vào người chị T_Dù bị đâm nhưng chị T vẫn tìm cách giằng_co tước_đoạt con dao.Sau đó Danh_mang số vàng cướp được bán cho 1 tiệm vàng ở phường 13 quận 8 lấy 132 triệu đồng rồi tiếp_tục bỏ trốn ở nhiều nơi.sinh năm 1983 ngụ tỉnh Trà_Vinh trú huyện Bình_Chánh phát_hiện chị T nên hô_hoán cùng người dân đưa đi cấp_cứu
12,"[1.0007125  1.0007125  1.0007125  1.0007125  1.0007125  1.0007125
 1.0007125  1.0007125  1.0007125  1.0007125  1.0007125  1.0007125
 1.0007125  0.98183114 1.0007125  1.0007125  1.0007125  1.0007125
 1.0007125  1.0007125  1.0007125  1.0007125  1.0007125  1.0007125
 1.0007125  1.0007125  1.0007125  1.0007125  1.0007125  1.0007125
 1.0007125  1.0007125  1.0007125  1.0007125  1.0007125  1.0007125
 1.0007125  1.0007125  1.0007125  1.0007125  1.0007125  1.0007125
 1.0007125  1.0007125  1.0007125  0.98183114 1.0007125  1.0007125
 1.0007125  1.0007125  1.0007125  1.0007125  1.0007125 ]",Tại buổi lễ Chủ_tịch nước Nguyễn_Xuân_Phúc đã tặng nhiều suất quà cho các gia_đình thương_binh liệt_sĩ trên địa_bàn xã Quế_Phú và tặng bức tranh_ảnh Chủ_tịch Hồ_Chí_Minh cho lãnh_đạo xã Quế_Phú.Phải phát_triển xây_dựng nông_thôn mới nâng cao một_cách thực_chất hiệu_quả bền_vững có chiều sâu phấn_đấu trên địa_bàn không có tệ_nạn xã_hội như ma_túy mại_dâm trộm_cắp.Chủ_tịch nước Nguyễn_Xuân_Phúc tặng quà cho gia_đình thương_binh liệt_sĩ ở xã Quế_Phú.Xã Quế_Phú cũng phải phấn_đấu trên địa_bàn không có tệ_nạn xã_hội xảy ra đảm_bảo an_ninh trật_tự tại địa_phương Chủ_tịch nước Nguyễn_Xuân_Phúc lưu_ý.Phải phát_triển xây_dựng nông_thôn mới nâng cao hơn nữa cuộc_sống người dân một_cách thực_chất hiệu_quả bền_vững có chiều sâu.Chính_quyền địa_phương các cấp mặt_trận đoàn_thể tiếp_tục làm tốt hơn nữa công_tác đền_ơn đáp nghĩa quan_tâm hơn nữa đến gia_đình thương_binh liệt_sĩ gia_đình chính_sách hộ nghèo gia_đình neo_đơn
13,"[1.02037736 1.01056604 1.02037736 1.02037736 1.01056604 1.01056604
 0.9909434  1.01056604 0.9909434  1.01056604 1.01056604 1.01056604
 0.9909434  1.01056604 1.01056604 1.02037736 0.9909434  1.00075472
 1.01056604 1.01056604 1.02037736 1.00075472 0.41207547 1.01056604
 0.88301887 0.97132075 1.01056604 1.02037736 0.9909434  1.01056604
 1.02037736 1.00075472 1.01056604 1.01056604 1.01056604 1.02037736
 0.97132075 1.01056604 1.01056604 1.02037736 0.97132075 1.02037736
 0.9909434  0.95169811 1.01056604 1.02037736 1.00075472 1.02037736
 1.02037736 1.01056604 1.01056604 1.01056604 1.02037736 0.97132075
 0.9909434  1.02037736 1.02037736 1.01056604 1.02037736 1.00075472
 1.01056604 1.01056604 1.02037736 0.9909434  1.01056604 1.01056604
 1.01056604 1.02037736 1.02037736 1.02037736 1.01056604 1.00075472
 0.95169811 1.01056604 1.01056604 1.01056604 1.02037736 0.9909434
 1.01056604 1.01056604 1.02037736 1.01056604 1.02037736 1.00075472
 1.02037736 1.01056604 1.01056604 1.00075472 1.00075472 1.01056604
 1.01056604 1.02037736 1.02037736 0.9909434  1.02037736 1.01056604
 1.02037736 1.01056604 1.02037736 1.00075472 0.97132075 1.01056604
 0.95169811 1.01056604]",Sáng 137 báo Tiền_Phong tổ_chức tọa_đàm Gỡ khó trong đấu_thầu mua_sắm thuốc vật_tư y_tế.Giá trúng_thầu năm trước trở_thành giá kế_hoạch cho năm sau.Giám_đốc Bệnh_viện Bạch_Mai cũng cho rằng việc công_bố giá trong đấu_thầu trên Cổng thông_tin điện_tử Bộ Y_tế chưa có cơ_quan nào thẩm_định và chịu trách_nhiệm.Bà Phạm_Khánh Phong_Lan nhận_định có 2 nguyên_nhân.Cũng theo ông Cơ quy_định phải dựa vào các báo_giá gần đây nhất trong 12 tháng trúng_thầu.Một cái khó nữa là gần đây có việc mua hóa_chất phục_vụ công_tác xét_nghiệm.Đồng_thời chúng_tôi cũng đề_nghị trong văn_bản pháp_quy tới phải có hướng_dẫn cụ_thể cơ_quan nào chịu trách_nhiệm công_bố giá đặc_biệt là giá vật_tư y_tế Giám_đốc BV Bạch_Mai nói.Sau đấy căn_cứ vào giá đàm_phán các bệnh_viện dựa vào để mua_bán giải_quyết được bài đấu_thầu
14,"[1.02827763 1.00257069 1.02827763 1.02827763 1.00257069 1.00257069
 1.02827763 1.02827763 0.97686375 1.00257069 1.02827763 1.00257069
 1.00257069 1.00257069 1.00257069 1.00257069 1.02827763 0.97686375
 1.02827763 1.02827763 1.00257069 1.02827763 1.02827763 1.02827763
 1.02827763 1.02827763 1.02827763 1.02827763 1.00257069 1.00257069
 1.00257069 1.00257069 1.00257069 1.02827763 0.97686375 1.00257069
 1.00257069 1.00257069 1.00257069 0.53984576]",Các bản cập_nhật iOS 156 và iPadOS 156 được tải xuống miễn_phí qua mạng_OvertheAir và phần_mềm có sẵn trên tất_cả các thiết_bị được hỗ_trợ.Người dùng có_thể tạo nhiều màn_hình khóa mỗi màn_hình có sự kết_hợp riêng của hình nền và các yếu_tố cấu_thành khác.lập_trình_viên thuộc Odyssey xác_nhận quá_trình phát_triển công_cụ jailbreak iOS 15 diễn ra suôn_sẻ dự_kiến phát_hành rộng_rãi trong tương_lai gần.Tuy_nhiên hiện_nay công_cụ này chỉ hỗ_trợ các phiên_bản từ iOS 150 đến 1511 được phát_hành tháng 112021
15,"[1.00150348 1.00150348 1.00150348 1.00150348 1.00150348 0.9603458
 1.00150348 1.00150348 1.00150348 0.98778425 1.00150348 1.00150348
 0.98778425 1.00150348 1.00150348 1.00150348 1.00150348 1.00150348
 1.00150348 1.00150348 1.00150348 1.00150348 1.00150348 0.98778425
 1.00150348 1.00150348 1.00150348 1.00150348 1.00150348 1.00150348
 1.00150348 1.00150348 1.00150348 1.00150348 1.00150348 1.00150348
 1.00150348 1.00150348 1.00150348 1.00150348 0.98778425 1.00150348
 1.00150348 1.00150348 1.00150348 1.00150348 1.00150348 1.00150348
 1.00150348 1.00150348 1.00150348 1.00150348 1.00150348 1.00150348
 1.00150348 1.00150348 1.00150348 1.00150348 1.00150348 1.00150348
 1.00150348 1.00150348 1.00150348 0.98778425 1.00150348 1.00150348
 1.00150348 1.00150348 1.00150348 1.00150348 1.00150348 1.00150348
 1.00150348]",Các chức_sắc chức_việc nhà_tu_hành người sinh_sống trong cơ_sở bảo_trợ xã_hội trừ những người tham_gia BHYT thuộc nhóm khác mà không được ngân_sách nhà_nước hỗ_trợ đóng BHYT cũng thuộc diện được tham_gia BHYT theo nhóm hộ gia_đình.Theo Bảo_hiểm_xã_hội Việt_Nam thời_gian qua Quỹ Bảo_hiểm_y_tế là nguồn tài_chính đóng_góp đáng_kể cho công_tác khám chữa bệnh chăm_sóc sức_khỏe nhân_dân và đảm_bảo an_sinh xã_hội.Đối_với trường_hợp khám chữa bệnh bảo_hiểm y_tế không đúng tuyến người_bệnh sẽ được thanh_toán 100 chi_phí khám chữa bệnh khi khám ngoại_trú với tuyến huyện 100 chi_phí với khám nội_trú tuyến huyện tuyến tỉnh và 40 với tuyến trung_ương.Đáng lưu_ý hiện_nay Quỹ Bảo_hiểm_y_tế thực_hiện chi_trả chi_phí điều_trị cho tất_cả các bệnh hiểm_nghèo như nhóm bệnh về tim_mạch ung_thư bệnh hiếm Đây là các nhóm bệnh sẽ phải điều_trị dài ngày hoặc suốt đời có chi_phí điều_trị lớn.Bảo_hiểm_xã_hội Việt_Nam cho_biết thời_gian qua nhiều người có thẻ bảo_hiểm y_tế bị mắc các bệnh hiểm_nghèo bệnh nặng đã được Quỹ Bảo_hiểm_y_tế chi_trả hàng trăm triệu đến hàng tỷ đồng chi_phí khám chữa bệnh nhờ đó giúp nhiều người_bệnh có thêm động_lực niềm tin tiếp_tục điều_trị bệnh giúp nhiều gia_đình không bị tái nghèo do không phải chi_trả các khoản chi_phí khổng_lồ của việc khám chữa bệnh cho người_thân.Về giá_trị sử_dụng thẻ bảo_hiểm y_tế đối_với người tham_gia bảo_hiểm y_tế lần đầu hoặc không liên_tục từ 3 tháng trở_lên trong năm tài_chính thì thẻ bảo_hiểm y_tế có giá_trị sử_dụng sau 30 ngày kể từ ngày đóng bảo_hiểm y_tế.Vì_vậy cơ_quan bảo_hiểm xã_hội lưu_ý trước khi thẻ bảo_hiểm y_tế hết hạn sử_dụng người tham_gia cần gia_hạn thẻ để thẻ bảo_hiểm y_tế có giá_trị sử_dụng liên_tục không bị gián_đoạn và không ảnh_hưởng đến quyền_lợi được hưởng khi tham_gia bảo_hiểm y_tế 5 năm liên_tục.Chi khám chữa bệnh bảo_hiểm y_tế 46294 tỷ đồng trong 6 tháng đầu năm 2022
16,"[1.00347222 1.00347222 1.00347222 1.00347222 1.00347222 1.00347222
 1.00347222 1.00347222 0.9837963  1.00347222 1.00347222 1.00347222
 0.99363426 1.00347222 1.00347222 1.00347222 1.00347222 1.00347222
 1.00347222 1.00347222 1.00347222 1.00347222 0.99363426 1.00347222
 0.9837963  0.97395833 1.00347222 0.99363426 1.00347222 0.9837963
 1.00347222 1.00347222 1.00347222 1.00347222 1.00347222 1.00347222
 1.00347222 1.00347222 1.00347222 1.00347222 1.00347222 1.00347222
 0.99363426 1.00347222 1.00347222 1.00347222 1.00347222 1.00347222
 1.00347222 0.99363426 0.9837963  1.00347222 0.99363426 0.99363426
 1.00347222 0.99363426 1.00347222 1.00347222 1.00347222 1.00347222
 1.00347222 1.00347222 1.00347222 1.00347222 0.99363426 1.00347222
 0.99363426 1.00347222 0.9837963  1.00347222 1.00347222 1.00347222
 1.00347222 1.00347222 1.00347222 1.00347222 1.00347222 1.00347222
 1.00347222 1.00347222 1.00347222 1.00347222 1.00347222 0.97395833
 0.93460648 0.9837963  0.99363426 1.00347222 1.00347222 1.00347222
 1.00347222 1.00347222 1.00347222 1.00347222 1.00347222 1.00347222
 1.00347222 1.00347222 1.00347222 1.00347222 1.00347222 1.00347222]",Trang_phục dự thi các vật_dụng được phép mang vào hoặc bị cấm mang vào phòng thi.Các dụng_cụ thiết_bị không được sử_dụng trong môn thi tự luận thí_sinh phải chuyển ra khỏi phòng thi.Thời_gian này thí_sinh được phép rời phòng thi khi được sự đồng_ý của cán_bộ coi thi và không được ra khỏi khu_vực tổ_chức thi.Khi có sự_việc bất_thường xảy ra phải tuyệt_đối tuân theo sự hướng_dẫn của cán_bộ coi thi và những người có trách_nhiệm tại điểm thi.Xử_lý thí_sinh vi_phạm quy_chế thi.Thí_sinh không mang các tài_liệu và vật_dụng bị cấm vào khu_vực thi.Thí_sinh tuyệt_đối không được mang vào phòng thi các vật_dụng sau Giấy_than bút xóa đồ_uống có cồn vũ_khí và chất gây nổ gây cháy các loại máy_ghi_âm ghi_hình tài_liệu thiết_bị truyền_tin hoặc chứa thông_tin có_thể lợi_dụng để gian_lận trong quá_trình làm bài thi và quá_trình chấm thi.Các vật_dụng bị cấm mang vào phòng thi
17,"[1.01977401 0.99293785 1.01977401 1.01977401 1.01977401 1.01977401
 1.01977401 1.01977401 1.01977401 0.93926554 1.01977401 0.93926554
 1.01977401 1.01977401 1.01977401 1.01977401 1.01977401 1.01977401
 0.88559322 1.01977401 1.01977401 0.99293785 1.01977401 1.01977401
 1.01977401 1.01977401 0.93926554 0.93926554 0.93926554 1.01977401
 1.01977401 0.99293785 1.01977401 1.01977401 1.01977401 1.01977401
 1.01977401 0.88559322]",Chiều 207 Trung_tâm Quản_lý giao_thông công_cộng Sở Giao_thông Vận_tải TPHCM cho biết bảo_vệ liên_quan đến việc quăng ném xe_đạp công_cộng ở vỉa_hè đường Tôn_Đức_Thắng đã bị đình_chỉ công_tác.Clip sau đó được lan_truyền trên mạng xã_hội vào sáng 207 gây xôn_xao dư_luận vì 3 chiếc xe_đạp này là những chiếc xe_đạp công_cộng do Công_ty cổ_phần Tập_đoàn Trí Nam là nhà_đầu_tư đã được TPHCM cấp phép.Trong lúc tuần_tra nhân_viên P phát_hiện có 3 xe_đạp cố_tình đỗ xe trên lề đường trong phạm_vi công_viên Bến_Bạch_Đằng.Tuy_nhiên sau 3 lần phát loa yêu_cầu di_chuyển một_số khách vẫn đỗ xe sai quy_định
18,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],Cùng với đó ngành y_tế và chính_quyền địa_phương_tích_cực tổ_chức phối_hợp tuyên_truyền cho người dân trên hệ_thống loa truyền_thanh về các biện_pháp phòng_bệnh như ngủ phải nằm màn vệ_sinh môi_trường nơi ở bảo_đảm thông_thoáng diệt bọ_gậy không để các vật_dụng có chứa nước tù_đọng lâu ngày khi có các dấu_hiệu nghi_ngờ mắc sốt_xuất_huyết cần đến ngay cơ_sở y_tế để được thăm khám điều_trị.Các biện_pháp được triển_khai đồng_bộ như giám_sát điều_tra các ca bệnh nghi_ngờ nắm_bắt chặt_chẽ tình_hình_dịch giám_sát véctơ sốt_xuất_huyết phun hóa_chất diệt muỗi các khu_vực có bệnh_nhân sốt_xuất_huyết vận_động người dân tổng_vệ_sinh môi_trường phát_quang bụi rậm
19,"[1.02411348 1.0106383  1.02411348 1.0106383  0.99716312 1.0106383
 1.02411348 1.02411348 1.0106383  1.02411348 0.92978723 1.0106383
 0.99716312 1.0106383  1.0106383  0.99716312 1.02411348 1.0106383
 1.02411348 1.02411348 1.02411348 1.0106383  0.95673759 0.97021277
 1.0106383  1.02411348 0.98368794 1.0106383  0.99716312 1.02411348
 0.99716312 1.0106383  1.02411348 0.98368794 1.02411348 0.98368794
 1.02411348 1.02411348 1.02411348 1.02411348 0.99716312 0.98368794
 1.02411348 0.95673759 1.02411348 0.98368794 0.74113475 1.0106383
 0.98368794 1.0106383  1.02411348 0.99716312 1.0106383  1.02411348
 1.0106383  0.97021277 1.0106383  1.0106383  1.0106383  1.02411348
 0.99716312 0.97021277 1.0106383  1.02411348 0.99716312 1.02411348
 1.0106383  1.0106383  0.98368794 0.98368794 0.98368794 1.02411348
 0.99716312 0.99716312 0.99716312 0.84893617]",NSND Trung_Anh tại buổi ra_mắt phim Đấu_trí.Bộ phim chính_luận chia thành các phần với các vụ_án riêng_biệt quy_tụ hàng chục diễn_viên chính phụ và cả trăm diễn_viên quần_chúng.Không riêng Quách Thu_Phương nhiều nghệ_sĩ như Tú Oanh Nguyệt Hằng cũng nói sau nhiều năm làm nghề vai ngắnvai dài không quan_trọng vai càng ngắn càng khó.Hiện_tại trước_mắt khán_giả quan_tâm vai ông Hùng do anh đảm_nhiệm còn xuất_hiện trong các tập Thương ngày nắng về sắp tới không hay anh hết vai rồi.Vì mình phải nắm vững nếu không hiểu kỹ sẽ dễ thành hô khẩu_hiệu.Tôi cũng phải hỏi thêm các đồng_chí công_an đi cố_vấn cho đoàn phim rất nhiều trên trường_quay.Ngoài sự hỗ_trợ của đạo_diễn và phía công_an anh có phải tự tìm_hiểu nhiều để vai diễn của mình lên phim thật nhất giống người trong ngành chứ không phải là diễn_viên đóng.Trong đó vai chủ_chốt Đại_tá Trần_Giang_Trưởng_phòng điều_tra C03 do NSND_Trung_Anh đảm_nhiệm
20,"[1.04477612 1.04477612 1.04477612 1.04477612 1.04477612 1.11940299
 1.04477612 1.11940299 1.04477612 1.04477612 1.04477612 0.2238806
 1.04477612 1.04477612 1.04477612]",Những người liên_quan đã được đưa về trụ_sở Công_an tỉnh Quảng_Nam để điều_tra làm rõ.Tại thời_điểm kiểm_tra chủ cơ_sở không có_mặt
21,"[0.98829982 1.00767824 1.00767824 0.98829982 1.00767824 1.00767824
 1.00767824 1.02705667 1.00767824 1.02705667 1.02705667 0.89140768
 1.02705667 0.65886654 1.02705667 1.02705667 1.00767824 0.98829982
 0.98829982 0.98829982 1.02705667 1.02705667 1.02705667 1.00767824
 1.00767824 1.02705667 1.00767824 1.02705667 0.98829982 1.02705667
 0.98829982 1.02705667 0.98829982 1.00767824 1.02705667 0.93016453
 1.02705667 1.00767824 1.02705667 0.98829982 1.00767824 0.98829982
 1.00767824 1.00767824 0.96892139 1.02705667 1.02705667 1.00767824
 1.02705667 0.98829982 1.00767824 1.02705667 1.00767824]",Diện chiếc đầm lấp_lánh bắt_mắt mỹ_nhân khoe khéo đường_cong cho thấy sự chăm_chỉ luyện_tập thể_thao.Cuộc_sống ngắn_ngủi quan_trọng nhất là cống_hiến cho xã_hội.Hiện_tại ngoài là một người có sức ảnh_hưởng Thảo_Nhi_Lê_còn sở_hữu và điều_hành thương_hiệu thời_trang riêng.Không chỉ vậy hội bạn thân này còn được dân mạng mệnh_danh là rich kid Việt được nhiều bạn trẻ ngưỡng_mộ.Khác với kiểu thuê thuyền bình_thường hội chị_em của Thảo_Nhi_Lê_lựa_chọn hình_thức thuê du_thuyền sang chảnh trọn_gói để đảm_bảo sự riêng_tư và thoải_mái thời_gian.Trong bức ảnh được Tiên Nguyễn_đăng_tải cả hai rất vui_vẻ và thân_mật với nhau
22,"[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]",Đồng_thời khi tổ_chức xét tuyển Bộ Công_an vừa sử_dụng điểm thi đánh_giá vừa lấy thêm điểm từ kỳ thi tốt_nghiệp THPT.CA3 Phần trắc_nghiệm Lĩnh_vực khoa_học_tự_nhiên lĩnh_vực khoa_học xã_hội ngôn_ngữ Trung_Quốc Phần tự luận Toán.Ngoài_ra các Học_viện trường CAND cũng xây_dựng chương_trình tiếp_sức mùa thi đồng_hành cùng thí_sinh hỗ_trợ một phần nơi ăn chốn ở cho thí_sinh tại ký_túc_xá của trường trong thời_gian dự thi.Điều này cũng góp_phần làm giảm bớt chi_phí thời_gian đi_lại cho thí_sinh
23,"[1.00422833 1.00422833 1.00422833 0.99365751 1.00422833 0.98308668
 1.00422833 1.00422833 1.00422833 1.00422833 1.00422833 1.00422833
 1.00422833 0.99365751 1.00422833 1.00422833 1.00422833 0.99365751
 0.98308668 1.00422833 1.00422833 1.00422833 1.00422833 1.00422833
 1.00422833 1.00422833 1.00422833 1.00422833 1.00422833 1.00422833
 1.00422833 1.00422833 1.00422833 1.00422833 1.00422833 1.00422833
 1.00422833 1.00422833 1.00422833 1.00422833 0.99365751 1.00422833
 1.00422833 1.00422833 1.00422833 0.99365751 1.00422833 0.99365751
 0.98308668 1.00422833 1.00422833 0.99365751 0.99365751 1.00422833
 1.00422833 1.00422833 0.99365751 1.00422833 1.00422833 0.99365751
 1.00422833 1.00422833 0.99365751 1.00422833 0.99365751 1.00422833
 1.00422833 1.00422833 0.99365751 0.99365751 1.00422833 1.00422833
 1.00422833 1.00422833 1.00422833 1.00422833 1.00422833 0.99365751
 1.00422833 1.00422833 1.00422833 1.00422833 1.00422833 0.97251586
 1.00422833 1.00422833 1.00422833 0.97251586 1.00422833 1.00422833
 0.90909091 0.99365751 0.99365751 1.00422833 1.00422833]",Phấn_đấu hoàn_thành các chỉ_tiêu thi_hành án dân_sự tổ_chức theo_dõi việc thi_hành các bản_án quyết_định có hiệu_lực pháp_luật của tòa_án về vụ_án hành_chính theo đúng quy_định.Ngày 197 tại cuộc họp_báo thường kỳ của Bộ_Tư_pháp ông Nguyễn_Thắng_Lợi Phó Cục_trưởng Cục Thi_hành án dân_sự cho biết liên_quan đến vụ án đường_dây đánh_bạc của Phan_Sào_Nam và Nguyễn_Văn_Dương số tiền mà Phan_Sào_Nam phải thi_hành án là hơn 1445 tỉ đồng.Về một_số nhiệm_vụ chủ_yếu về công_tác tư_pháp 6 tháng cuối năm Bộ_Tư_pháp sẽ tiếp_tục triển_khai thực_hiện hiệu_quả các nội_dung và tiếp_tục hoàn_thiện pháp_luật về THADS giải_quyết những khó_khăn vướng_mắc bất_cập trong thực_tiễn nhất là các quy_định liên_quan đến việc thu_hồi tài_sản bị thất_thoát trong các vụ_án hình_sự về tham_nhũng kinh_tế theo chỉ_đạo của Ban_Bí_thư về tăng_cường sự lãnh_đạo của Đảng đối_với công_tác thu_hồi tài_sản bị chiếm_đoạt thất_thoát trong các vụ_án hình_sự về tham_nhũng kinh_tế.Phấn_đấu hoàn_thành các chỉ_tiêu THADS tổ_chức theo_dõi việc thi_hành án các bản_án quyết_định có hiệu_lực pháp_luật của Tòa_án về vụ_án hành_chính theo đúng quy_định.Tại buổi họp_báo nhiều phóng_viên đặt câu hỏi về những khó_khăn trong việc thu_hồi tiền tài_sản trong các vụ_án tham_nhũng số tiền các bị các Phan_Sào_Nam Nguyễn_Văn_Dương trong vụ_án về đường_dây đánh_bạc nghìn tỷ còn nợ chưa thu_hồi được.Ông Nguyễn_Thắng_Lợi Phó_Tổng_cục_trưởng Cục Thi_hành án dân_sự Bộ_Tư_pháp cho biết một trong những khó_khăn trong việc thu_hồi tài_sản trong các vụ tham_nhũng đó là mặc_dù các bản_án tuyên tiền tài_sản của bị_cáo phải thu_hồi rất lớn nhưng tài_sản thực_tế để đảm_bảo thi_hành rất ít có trường_hợp có tài_sản nhưng tính_chất pháp_lý của tài_sản chưa được làm rõ.Bên_cạnh đó thông_tin về một_số tài_sản trong án tuyên không rõ trong khi trình_tự thủ_tục kê_biên rất chặt_chẽ phức_tạp đảm_bảo không có sai_sót nên mất khá nhiều thời_gian công_sức.Về việc thi_hành án của 2 đối_tượng Phan_Sào_Nam và Nguyễn_Văn_Dương ông Nguyễn_Thắng_Lợi nhấn_mạnh hiện Phan_Sào_Nam đã thi_hành được khoảng 13841400 tỷ đồng còn Nguyễn_Văn_Dương mới thi_hành được hơn 3151655 tỷ đồng
